"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"996.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0356","43.0296387213","-86.1774997365","Direct Drainage to Lower Grand River"
"997.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0357","43.0290429986","-86.1773263957","Direct Drainage to Lower Grand River"
"998.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0358","43.0289450423","-86.1774949842","Direct Drainage to Lower Grand River"
"999.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0359","43.0292375582","-86.1773165125","Direct Drainage to Lower Grand River"
"1000.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0360","43.02914714","-86.1774905184","Direct Drainage to Lower Grand River"
"1001.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0361","43.0299801938","-86.2173897329","Direct Drainage to Lower Grand River"
"1002.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0362","43.0302040332","-86.217396441","Direct Drainage to Lower Grand River"
"1003.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0363","43.0300336238","-86.2155532788","Direct Drainage to Lower Grand River"
"1004.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0364","43.030228888","-86.2155591247","Direct Drainage to Lower Grand River"
"1005.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0365","43.0302012592","-86.2160908803","Direct Drainage to Lower Grand River"
"1006.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0366","43.0300396467","-86.2160665558","Direct Drainage to Lower Grand River"
"1007.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0367","43.0280657058","-86.2152008046","Direct Drainage to Lower Grand River"
"1008.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0368","43.0280360586","-86.2149115533","Direct Drainage to Lower Grand River"
"1009.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0369","43.0287511357","-86.215244702","Direct Drainage to Lower Grand River"
"1010.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0370","43.0287669581","-86.2149723957","Direct Drainage to Lower Grand River"
"1011.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0371","43.0267317712","-86.2149504553","Direct Drainage to Lower Grand River"
"1012.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0372","43.0264688786","-86.2149425878","Direct Drainage to Lower Grand River"
"1013.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0373","43.0254318751","-86.2147167219","Direct Drainage to Lower Grand River"
"1014.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0374","43.0240719268","-86.2139512698","Direct Drainage to Lower Grand River"
"1015.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0375","43.0230208372","-86.2131794993","Direct Drainage to Lower Grand River"
"1016.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0376","43.0221218234","-86.2126928431","Direct Drainage to Lower Grand River"
"1017.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0377","43.0211247435","-86.2121175508","Direct Drainage to Lower Grand River"
"1018.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0378","43.0201055517","-86.211494861","Direct Drainage to Lower Grand River"
"1019.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0379","43.0192786653","-86.2110026137","Direct Drainage to Lower Grand River"
"1020.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0380","43.0172740551","-86.209789506","Direct Drainage to Lower Grand River"
"1021.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0381","43.0165264214","-86.2093464214","Direct Drainage to Lower Grand River"
"1022.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0382","43.0087370888","-86.2045900658","Direct Drainage to Lower Grand River"
"1023.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0383","43.0085547547","-86.2044314156","Direct Drainage to Lower Grand River"
"1024.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0384","43.0085782091","-86.2035621024","Direct Drainage to Lower Grand River"
"1025.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0385","43.0476703579","-86.1855657361","Direct Drainage to Lower Grand River"
"1026.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0386","43.0479550001","-86.1856442867","Direct Drainage to Lower Grand River"
"1027.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0387","43.0478248326","-86.1853792837","Direct Drainage to Lower Grand River"
"1028.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0388","43.0473165502","-86.1846197935","Direct Drainage to Lower Grand River"
"1029.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0389","43.0471742475","-86.1847598288","Direct Drainage to Lower Grand River"
"1030.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0390","43.046953257","-86.1839113591","Direct Drainage to Lower Grand River"
"1031.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0391","43.046861364","-86.1837566336","Direct Drainage to Lower Grand River"
"1032.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0392","43.0466146497","-86.1834492303","Direct Drainage to Lower Grand River"
"1033.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0393","43.0464843953","-86.1835506418","Direct Drainage to Lower Grand River"
"1034.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0394","43.0463525158","-86.1830322337","Direct Drainage to Lower Grand River"
"1035.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0395","43.0462279152","-86.1831377099","Direct Drainage to Lower Grand River"
"1036.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0396","43.0460242651","-86.1824573795","Direct Drainage to Lower Grand River"
"1037.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0397","43.0459441084","-86.1822835142","Direct Drainage to Lower Grand River"
"1038.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0398","43.0458602759","-86.1825227188","Direct Drainage to Lower Grand River"
"1039.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0399","43.0455946189","-86.1817860012","Direct Drainage to Lower Grand River"
"1040.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0400","43.0455261226","-86.1819593921","Direct Drainage to Lower Grand River"
"1041.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0401","43.0450120534","-86.180841187","Direct Drainage to Lower Grand River"
"1042.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0402","43.0449635857","-86.1811944667","Direct Drainage to Lower Grand River"
"1043.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0403","43.0531010295","-86.1940599095","Direct Drainage to Lower Grand River"
"1044.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0404","43.0527594736","-86.1941147715","Direct Drainage to Lower Grand River"
"1045.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0405","43.0527476672","-86.193958488","Direct Drainage to Lower Grand River"
"1046.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0406","43.0528130988","-86.193888955","Direct Drainage to Lower Grand River"
"1047.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0407","43.0529267759","-86.1937818662","Direct Drainage to Lower Grand River"
"1048.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0408","43.0520858972","-86.1927271768","Direct Drainage to Lower Grand River"
"1049.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0409","43.0522262321","-86.1925916383","Direct Drainage to Lower Grand River"
"1050.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0410","43.0516095627","-86.1919691666","Direct Drainage to Lower Grand River"
"1051.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0411","43.0517145907","-86.191806595","Direct Drainage to Lower Grand River"
"1052.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0412","43.0512317398","-86.1913082873","Direct Drainage to Lower Grand River"
"1053.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0413","43.0513618771","-86.1912146772","Direct Drainage to Lower Grand River"
"1054.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0414","43.0509139531","-86.1904672727","Direct Drainage to Lower Grand River"
"1055.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0415","43.0507511493","-86.1905176879","Direct Drainage to Lower Grand River"
"1056.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0416","43.0502253089","-86.1897257647","Direct Drainage to Lower Grand River"
"1057.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0417","43.0503680217","-86.1895902937","Direct Drainage to Lower Grand River"
"1058.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0418","43.0500189444","-86.1893688354","Direct Drainage to Lower Grand River"
"1059.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0419","43.0501494926","-86.1892492474","Direct Drainage to Lower Grand River"
"1060.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0420","43.0495136707","-86.1881812279","Direct Drainage to Lower Grand River"
"1061.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0421","43.0493836904","-86.1882651008","Direct Drainage to Lower Grand River"
"1062.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0422","43.0492036408","-86.1882013166","Direct Drainage to Lower Grand River"
"1063.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0423","43.0491467882","-86.1880307209","Direct Drainage to Lower Grand River"
"1064.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0424","43.0491629821","-86.1879110067","Direct Drainage to Lower Grand River"
"1065.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0425","43.0492483361","-86.1877868357","Direct Drainage to Lower Grand River"
